0.7,84.15,1708.73,Blue
2.41,127.24,7103.19,Red
0.55,122.35,1432.9,Blue
0.92,127.75,1062.68,Blue
1.7,108.55,7998.57,Red
2.89,196.83,12753.92,Yellow
2.59,147.04,9761.37,Red
2.46,110.19,7308.05,Red
0.73,128.69,1046.02,Blue
3.85,194.89,11538.35,Yellow
2.56,205.63,8967.23,Yellow
1.09,115.88,9347.39,Red
1.13,147.97,9434.51,Red
0.88,141.3,1646.17,Blue
0.63,89.69,1087.15,Blue
0.82,123.0,1510.53,Blue
2.38,137.58,8807.26,Red
0.94,113.81,1077.47,Blue
0.5,138.71,1301.43,Blue
1.95,129.07,6219.9,Red
2.41,281.42,13367.04,Yellow
0.93,84.21,1328.56,Blue
0.99,76.15,1711.32,Blue
0.53,74.33,1409.89,Blue
3.93,194.12,9158.53,Yellow
3.71,170.54,10888.53,Yellow
2.94,101.77,6556.25,Red
0.81,144.13,1890.58,Blue
2.07,292.62,10837.86,Yellow
3.68,231.33,10373.11,Yellow
0.55,83.58,1622.05,Blue
2.1,140.29,5416.27,Red
2.82,100.36,8748.93,Red
2.92,131.43,7326.25,Red
3.44,183.17,7489.54,Yellow
2.87,212.2,9461.76,Yellow
0.65,115.88,1944.65,Blue
2.77,143.11,9837.19,Red
0.86,102.85,1293.32,Blue
0.66,88.38,1639.15,Blue
3.92,188.47,8851.69,Yellow
2.26,194.25,7298.88,Yellow
2.63,140.02,7851.15,Red
2.51,274.36,14975.15,Yellow
2.84,219.94,8440.91,Yellow
1.62,105.32,9830.06,Red
2.91,262.2,13253.48,Yellow
2.18,264.51,9827.17,Yellow
3.77,295.57,14291.55,Yellow
3.96,283.5,14692.41,Yellow
